51,51,51,51,51,51,51,51,58,56,55,7,84,7,53,54,59,51,51,51,
51,51,51,51,51,51,51,51,52,5,8,11,85,11,6,6,50,51,51,51,
51,51,51,51,51,51,51,51,52,9,12,15,16,15,10,10,50,51,51,51,
51,51,51,51,51,51,51,51,52,16,16,21,21,21,16,16,50,51,51,51,
51,51,51,51,51,51,51,51,52,21,21,21,21,21,21,21,50,51,51,51,
51,51,51,51,51,51,51,51,52,21,21,21,21,21,21,21,50,51,51,51,
51,51,51,51,51,51,51,51,52,21,21,21,21,21,21,21,50,51,51,51,
51,51,51,51,51,51,51,51,52,21,21,21,21,21,21,21,50,51,51,51,
51,51,51,51,51,51,51,51,60,48,48,48,48,48,48,48,61,51,51,51,
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,
